key,prompt,f_save,is_closeup,negative_prompt,style_prompt
['deities'],"Malicus, the Betrayer: A fallen deity, who was once a powerful god of order and justice. However, Malicus was corrupted by his own power, and turned against the other gods in a bid for ultimate power. He was ultimately defeated and banished from the mortal world, but some believe that he may one day return to seek revenge.",results/images/Solandria/000014.png,False,"((sfw)), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","Antoine Blanchard, (masterpiece:1.1), (best quality:1.1), dreamlikeart, absurdres, highres, photorealistic, real, contrast lighting, by Anders Zorn"
['deities'],"Nethra, the Mistress of the Sea: A mercurial deity, who is associated with the oceans and the creatures that dwell within them. Nethra is believed to be a fickle deity, who can be both kind and cruel to mortals depending on her mood. However, she is also known to be a powerful protector of those who venture out into the open sea.",results/images/Solandria/000015.png,False,"((sfw)), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","Antoine Blanchard, (masterpiece:1.1), (best quality:1.1), dreamlikeart, absurdres, highres, photorealistic, real, contrast lighting, by Anders Zorn"
['deities'],"Solara, the Sun Queen: A radiant deity, who is associated with light, warmth, and the cycles of the seasons. Solara is believed to be a benevolent deity, who blesses the world with her light and brings joy and happiness to those who honor her. However, she is also known to be a fierce protector of the natural world, and will not hesitate to punish those who harm her creations.",results/images/Solandria/000016.png,False,"((sfw)), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","Antoine Blanchard, (masterpiece:1.1), (best quality:1.1), dreamlikeart, absurdres, highres, photorealistic, real, contrast lighting, by Anders Zorn"
['landmarks'],"The Ruins of the Broken Tower: A crumbling tower that was once a powerful fortress of the Aelvari, but was destroyed during the great sundering. The ruins are said to be haunted by the spirits of those who died in the destruction, and many believe that the tower holds powerful magical artifacts that were lost in the chaos. The Aelvari often send expeditions to the ruins to try and recover these artifacts, but they are often met with resistance from other races who believe that the tower is cursed.",results/images/Solandria/000017.png,False,"((sfw)), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","Antoine Blanchard, (masterpiece:1.1), (best quality:1.1), dreamlikeart, absurdres, highres, photorealistic, real, contrast lighting, by Anders Zorn"
['landmarks'],"The Caverns of the Shadow King: A network of deep, winding caverns that are said to be home to an ancient and powerful demon known as the Shadow King. The demon is believed to have been banished to the caverns by the other gods, and is said to be imprisoned there still. However, some believe that the Shadow King may one day break free and wreak havoc upon the mortal world. The Drogath are known to occasionally venture into the caverns in search of treasure or to test their mettle against the demon's minions, but most other races avoid the area entirely.",results/images/Solandria/000018.png,False,"((sfw)), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","Antoine Blanchard, (masterpiece:1.1), (best quality:1.1), dreamlikeart, absurdres, highres, photorealistic, real, contrast lighting, by Anders Zorn"
['landmarks'],"The Temple of the Dancing Flame: A grand temple dedicated to the worship of Solara, the Sun Queen. The temple is located in the heart of a vast desert, and is said to be imbued with powerful magical energy that is linked to the cycles of the sun. The temple is tended by a group of devout priests and priestesses, who spend their days studying the mysteries of the sun and performing elaborate rituals to honor Solara. Many races make pilgrimages to the temple in order to seek the blessings of the Sun Queen, and it is considered to be a sacred place by most.",results/images/Solandria/000019.png,False,"((sfw)), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","Antoine Blanchard, (masterpiece:1.1), (best quality:1.1), dreamlikeart, absurdres, highres, photorealistic, real, contrast lighting, by Anders Zorn"
['landmarks'],"The Forest of the Whispering Fae: A dense, enchanted forest that is home to a race of mischievous and elusive beings known as the Fae. The Fae are known to be skilled in magic and illusions, and are said to be able to bend reality to their whims. The forest is considered to be a dangerous place by most races, as the Fae are known to play tricks on those who wander too close to their territory. However, some races seek out the Fae in order to learn from their magical abilities or to seek their aid in times of need.",results/images/Solandria/000020.png,False,"((sfw)), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","Antoine Blanchard, (masterpiece:1.1), (best quality:1.1), dreamlikeart, absurdres, highres, photorealistic, real, contrast lighting, by Anders Zorn"
['landmarks'],"The Tower of the Sky Watchers: A massive tower that was built by the Nyrathi in order to study the movements of the stars and the mysteries of the universe. The tower is said to be the most advanced structure in all of Solandria, and is home to some of the greatest minds of the Nyrathi race. However, the tower is also believed to be a place of great danger, as it is said to be haunted by the spirits of those who died during the tower's construction. The Nyrathi guard the tower fiercely, and few outsiders are allowed entry.",results/images/Solandria/000021.png,False,"((sfw)), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","Antoine Blanchard, (masterpiece:1.1), (best quality:1.1), dreamlikeart, absurdres, highres, photorealistic, real, contrast lighting, by Anders Zorn"
['beliefs'],"The Way of the Elements: This is a belief system that is popular among the Aelvari and Quilith. It holds that the world is made up of four elemental forces - fire, water, earth, and air - and that each individual has a natural affinity for one of these elements. The faithful of the Way of the Elements seek to attune themselves with their chosen element and to use its power to shape the world around them. The Way of the Elements is closely associated with the deity Lythara, who is believed to bless the faithful with abundance and prosperity.",results/images/Solandria/000022.png,False,"((sfw)), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","Antoine Blanchard, (masterpiece:1.1), (best quality:1.1), dreamlikeart, absurdres, highres, photorealistic, real, contrast lighting, by Anders Zorn"
['beliefs'],"The Cult of the Shadow: This is a dark and secretive religion that is popular among the Drogath and Gorgoth. It holds that the world is a harsh and unforgiving place, and that only the strong survive. The faithful of the Cult of the Shadow seek to gain power and influence through any means necessary, including deception, treachery, and violence. The cult is closely associated with the deity Erebos, who is believed to bless the faithful with the power to manipulate shadows and darkness.",results/images/Solandria/000023.png,False,"((sfw)), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","Antoine Blanchard, (masterpiece:1.1), (best quality:1.1), dreamlikeart, absurdres, highres, photorealistic, real, contrast lighting, by Anders Zorn"
['beliefs'],"The Order of the Sun: This is a benevolent religion that is popular among the Nyrathi and some of the more enlightened Aelvari. It holds that the world is a beautiful and wondrous place, which is made all the more so by the light of the sun. The faithful of the Order of the Sun seek to spread joy and happiness wherever they go, and to drive out darkness and despair. The order is closely associated with the deity Solara, who is believed to bless the faithful with her radiant light and warmth.",results/images/Solandria/000024.png,False,"((sfw)), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","Antoine Blanchard, (masterpiece:1.1), (best quality:1.1), dreamlikeart, absurdres, highres, photorealistic, real, contrast lighting, by Anders Zorn"
['beliefs'],"The Church of the Weaver: This is a neutral religion that is popular among all races of Solandria. It holds that the world is shaped by the threads of fate, which are woven by the deity Aethereon. The faithful of the Church of the Weaver seek to understand the workings of fate and to use that knowledge to shape their own destinies. The church is closely associated with the deity Aethereon, who is believed to bless the faithful with insight into the workings of fate.",results/images/Solandria/000025.png,False,"((sfw)), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","Antoine Blanchard, (masterpiece:1.1), (best quality:1.1), dreamlikeart, absurdres, highres, photorealistic, real, contrast lighting, by Anders Zorn"
['beliefs'],"The Cult of Malicus: This is a dangerous and forbidden religion that is practiced by only a small number of extremists. It holds that the world is a corrupt and fallen place, which can only be saved by the return of the deity Malicus. The faithful of the Cult of Malicus seek to summon their fallen god back into the mortal world, believing that he will bring order and stability to a chaotic and broken world. However, most races of Solandria regard the cult with suspicion and fear, and its followers are often persecuted and hunted.",results/images/Solandria/000026.png,False,"((sfw)), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","Antoine Blanchard, (masterpiece:1.1), (best quality:1.1), dreamlikeart, absurdres, highres, photorealistic, real, contrast lighting, by Anders Zorn"
"['cities', 'Arkturia', 'city_description']","Arkturia is a large city built on the edge of a frozen tundra. The city was founded by a group of Aelvari and Drogath who had been forced to flee their homes during the great sundering. These two races had been bitter enemies for centuries, but during their time of need, they learned to coexist and work together for the greater good. Over time, the city grew and prospered, becoming a hub of trade and commerce in the frozen north.

The city is built around a massive central plaza, which is surrounded by towering buildings made of ice and stone. Many of these buildings are adorned with intricate carvings and mosaics, depicting scenes from the city's history and mythology. The plaza itself is home to many street performers, artists, and vendors, who sell everything from fresh seafood to exotic spices and rare magical artifacts.

Despite being built on the edge of a frozen wasteland, Arkturia is a center of art and culture. The city is home to many great artists, poets, and musicians, who draw inspiration from the city's icy landscape and rich history. The city also boasts several museums and galleries, which showcase the works of both local and foreign artists.

One of the most notable events in Arkturia's history was the Great Frost Festival. This festival is held every winter, and it marks the end of the longest night of the year. During the festival, the city is transformed into a magical wonderland, with ice sculptures, fireworks, and performances by some of the city's most talented artists and musicians.

Arkturia is a city of contrasts, with the elegant architecture of the Aelvari contrasting with the rough and rugged style of the Drogath. Despite these differences, the two races have learned to coexist and work together, creating a vibrant and diverse community. The city is a testament to the power of cooperation and the resilience of the human spirit in the face of adversity.",results/images/Solandria/000027.png,False,"((sfw)), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","Antoine Blanchard, (masterpiece:1.1), (best quality:1.1), dreamlikeart, absurdres, highres, photorealistic, real, contrast lighting, by Anders Zorn"
"['cities', 'Arkturia', 'lore']","The Great Sundering: A catastrophic event that destroyed much of the world and forced many races to flee their homes. Lyra Silvermist and Vorn Ironfist were among the survivors who made their way to Arkturia, where they met and formed a bond that would shape the future of the city.",results/images/Solandria/000028.png,False,"((sfw)), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","Antoine Blanchard, (masterpiece:1.1), (best quality:1.1), dreamlikeart, absurdres, highres, photorealistic, real, contrast lighting, by Anders Zorn"
"['cities', 'Arkturia', 'lore']","The Founding of Arkturia: A group of Aelvari and Drogath, led by Vorn Ironfist and Lyra Silvermist, came together to build a new city on the edge of the frozen tundra. Together, they built the city from the ground up, using their unique skills and talents to create a vibrant and diverse community.",results/images/Solandria/000029.png,False,"((sfw)), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","Antoine Blanchard, (masterpiece:1.1), (best quality:1.1), dreamlikeart, absurdres, highres, photorealistic, real, contrast lighting, by Anders Zorn"
"['cities', 'Arkturia', 'lore']","The Frost Wars: A period of conflict between the Aelvari and Drogath, who had long been bitter enemies. The conflict was sparked by a disagreement over trade routes and quickly escalated into a full-blown war. Celeste Moonshadow and Grak Bloodfang were among the warriors who fought on opposite sides of the conflict.",results/images/Solandria/000030.png,False,"((sfw)), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","Antoine Blanchard, (masterpiece:1.1), (best quality:1.1), dreamlikeart, absurdres, highres, photorealistic, real, contrast lighting, by Anders Zorn"
"['cities', 'Arkturia', 'lore']","The Rise of the Ice Mages: Eira Frostblade emerged as a powerful ice mage, using her abilities to protect Arkturia from invaders and threats from the frozen wasteland. Isolde Starweaver, a powerful Aelvari mage, recognized her potential and trained her in the ways of the arcane.",results/images/Solandria/000031.png,False,"((sfw)), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","Antoine Blanchard, (masterpiece:1.1), (best quality:1.1), dreamlikeart, absurdres, highres, photorealistic, real, contrast lighting, by Anders Zorn"
"['cities', 'Arkturia', 'lore']","The Great Frost Festival: A yearly celebration that marks the end of the longest night of the year. The festival is a time of joy and celebration, with music, food, and fireworks. Thorgar Stonefist is known to supply the festival with precious gems and metals for decorations.",results/images/Solandria/000032.png,False,"((sfw)), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","Antoine Blanchard, (masterpiece:1.1), (best quality:1.1), dreamlikeart, absurdres, highres, photorealistic, real, contrast lighting, by Anders Zorn"
"['cities', 'Arkturia', 'lore']","The Invasion of the Undead: Arkturia was attacked by a horde of undead creatures, led by a powerful necromancer. Korgoth Skullcrusher fought bravely in the defense of the city, while Isolde Starweaver used her knowledge of the arcane to weaken the necromancer's spells.",results/images/Solandria/000033.png,False,"((sfw)), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","Antoine Blanchard, (masterpiece:1.1), (best quality:1.1), dreamlikeart, absurdres, highres, photorealistic, real, contrast lighting, by Anders Zorn"
"['cities', 'Arkturia', 'lore']","The Unification of Arkturia: After years of conflict and tension, the Aelvari and Drogath finally came together to form a unified city. Vorn Ironfist and Lyra Silvermist were instrumental in bringing the two races together, using their unique skills and talents to bridge the divide.",results/images/Solandria/000034.png,False,"((sfw)), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","Antoine Blanchard, (masterpiece:1.1), (best quality:1.1), dreamlikeart, absurdres, highres, photorealistic, real, contrast lighting, by Anders Zorn"
"['cities', 'Arkturia', 'lore']","The Return of the Dragons: Dragons, thought to be extinct for centuries, returned to the world and began to terrorize the cities and towns of Arkturia. Celeste Moonshadow, a skilled ranger, was able to track the dragons and locate their lair. She led a team of warriors, including Grak Bloodfang, to confront the dragons and drive them back into the wilderness.",results/images/Solandria/000035.png,False,"((sfw)), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","Antoine Blanchard, (masterpiece:1.1), (best quality:1.1), dreamlikeart, absurdres, highres, photorealistic, real, contrast lighting, by Anders Zorn"
"['cities', 'Arkturia', 'residents', 'Lyra Silvermist']","Lyra Silvermist is a tall and slender Aelvari with long, flowing white hair that cascades down her back in loose waves. Her skin is pale and unblemished, with a faint glow that seems to emanate from within. Her eyes are a deep shade of blue, with a hint of silver around the edges, and seem to hold a deep and ancient wisdom.

Lyra is dressed in flowing robes of blue and silver, adorned with delicate embroidery and intricate patterns. Her lute, a beautiful instrument crafted from silver and ivory, is always close at hand, and she seems to be lost in thought as she strums the strings.

As she begins to sing, her voice fills the air, a hauntingly beautiful melody that seems to echo through the very soul. Her music is infused with magic, and as she weaves her spells, the very air around her seems to shimmer and dance with light.

Her audience is usually captivated by her performance, their eyes fixed on her as she sings. Some of them close their eyes, swaying to the music, while others seem to be lost in a trance. Even the most savage of beasts seem to be tamed by her music, their eyes softening as they listen to her voice.

Lyra seems to be lost in her own world as she sings, her fingers moving expertly over the strings of her lute. Her face is serene, her eyes closed, as if she is communing with some otherworldly force. It's as if she is a vessel for the music, a conduit for the magic that flows through her.

As the song comes to an end, Lyra opens her eyes, her gaze scanning the crowd. A smile spreads across her face as she sees the effect that her music has had on them. She bows graciously, her lute still in hand, as the crowd erupts into cheers and applause.",results/images/Solandria/000036.png,False,"((sfw)), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","Antoine Blanchard, (masterpiece:1.1), (best quality:1.1), dreamlikeart, absurdres, highres, photorealistic, real, contrast lighting, by Anders Zorn"
"['cities', 'Arkturia', 'residents', 'Vorn Ironfist']","Vorn Ironfist is a towering figure, standing at over seven feet tall. His muscular frame is covered in tough, scaly skin that has been hardened by years of training and combat. His face is dominated by a pair of sharp, yellow eyes that seem to gleam with an inner fire, and his jaw is lined with rows of razor-sharp teeth.

Despite his intimidating appearance, Vorn carries himself with a quiet confidence that commands respect from all who know him. He wears a suit of heavy black armor, which is adorned with intricate patterns and symbols. His massive arms are covered in thick, fur-lined gauntlets, and his broad chest is protected by a thick plate of steel.

Vorn's most striking feature, however, is his right hand. It is massive and covered in rough, calloused skin, with fingers that are thick and powerful. This hand is the source of his legendary skill as a blacksmith, and it has crafted some of the most powerful weapons and armor in all of Arkturia. Vorn's weapons are said to be indestructible, and they are imbued with powerful magic that gives them an edge in combat.

When Vorn works in his forge, he is a sight to behold. His massive arms move with incredible speed and precision as he hammers out weapons and armor from raw metal. The heat of the forge seems to have no effect on him, and he works tirelessly for hours on end.

Despite his fearsome appearance, Vorn is known throughout Arkturia for his kindness and generosity. He often donates his weapons and armor to those in need, and he has been known to take on apprentices and teach them the art of blacksmithing. He is a symbol of strength and resilience in a world that is often harsh and unforgiving.",results/images/Solandria/000037.png,False,"((sfw)), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","Antoine Blanchard, (masterpiece:1.1), (best quality:1.1), dreamlikeart, absurdres, highres, photorealistic, real, contrast lighting, by Anders Zorn"
"['cities', 'Arkturia', 'residents', 'Eira Frostblade']","Eira Frostblade is a tall and striking figure, with long white hair and pale blue eyes that seem to shimmer with an inner light. She wears a flowing robe made of shimmering ice, which seems to change color depending on the light. The robe is adorned with intricate snowflake patterns, which seem to dance and swirl around her as she moves.

Eira carries a staff made of crystal-clear ice, which glows with a bright blue light. The staff is adorned with intricate runes and symbols, which seem to pulse and glow with power. When Eira casts her spells, the runes light up, and a blast of icy energy shoots forth, freezing everything in its path.

Eira's mastery of the elements is evident in her every movement. When she casts a spell, the air around her seems to grow colder, and snowflakes begin to fall from the sky. Her spells are known to freeze entire armies in their tracks, creating a wall of ice that is nearly impossible to break through.

Despite her fearsome reputation, Eira is a kind and gentle soul. She is often seen tending to injured animals or using her magic to heal the sick. Her mastery of the elements comes not from a desire for power or domination, but from a deep reverence for the natural world and a desire to protect it from harm.

Overall, Eira Frostblade is a powerful and enigmatic figure, feared and respected by all who know her. Her mastery of the elements and her deep connection to the natural world make her a force to be reckoned with, and her kind and gentle nature makes her a beloved figure in Arkturia.",results/images/Solandria/000038.png,False,"((sfw)), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","Antoine Blanchard, (masterpiece:1.1), (best quality:1.1), dreamlikeart, absurdres, highres, photorealistic, real, contrast lighting, by Anders Zorn"
