key,prompt,f_save,is_closeup,negative_prompt,style_prompt
['landmarks'],The Sunken City of the Dark Waters: A city that is said to have once stood on the coast of Fyremere but was swallowed by the ocean during a great catastrophe. The Lord of the Dark Waters is said to have caused this disaster and still dwells in the ruins of the city. The Drog are known to occasionally brave the dangers of the deep to explore these ruins and uncover lost treasures.,results/images/Fyremere/000024.png,False,"((sfw)), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","scifi, futuristic, illustration, dark, cinematic, detailed, atmospheric, 8k, by feng zhu, concept art"
['landmarks'],The Tower of the Eternal Flame: A towering edifice that was once a beacon of civilization during the darkest days of Fyremere's history. It was built by the Lady of the Eternal Flame's most devout followers and is said to contain powerful magical artifacts. The Ossir are known to occasionally study these artifacts in their quest for arcane knowledge.,results/images/Fyremere/000025.png,False,"((sfw)), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","scifi, futuristic, illustration, dark, cinematic, detailed, atmospheric, 8k, by feng zhu, concept art"
['beliefs'],The Way of the Earth: A belief system followed by the Valtari and other nature-based races that centers around the worship of the Great Mother of the Forest. Its followers believe that all life is interconnected and that the natural world should be revered and protected. They strive to live in harmony with nature and often use their magical abilities to heal and protect the environment.,results/images/Fyremere/000026.png,False,"((sfw)), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","scifi, futuristic, illustration, dark, cinematic, detailed, atmospheric, 8k, by feng zhu, concept art"
['beliefs'],The Path of the Flame: A belief system followed by the Krynn and other fire-based races that centers around the worship of the Lady of the Eternal Flame. Its followers believe that fire is a transformative force that can purify and renew all things. They often incorporate fire into their technological advancements and magical practices.,results/images/Fyremere/000027.png,False,"((sfw)), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","scifi, futuristic, illustration, dark, cinematic, detailed, atmospheric, 8k, by feng zhu, concept art"
['beliefs'],"The Dreamweavers' Guild: A group of practitioners who follow the teachings of the Weaver of Dreams. They believe that dreams hold the key to unlocking the mysteries of the universe and seek to interpret and understand them. Many races, including the Ossir and the Valtari, seek guidance from the Dreamweavers' Guild.",results/images/Fyremere/000028.png,False,"((sfw)), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","scifi, futuristic, illustration, dark, cinematic, detailed, atmospheric, 8k, by feng zhu, concept art"
['beliefs'],"The Followers of the Watcher: A dark and secretive group who worship the Watcher in the Shadows. They believe that fear and chaos are the keys to unlocking true power and offer sacrifices to the Watcher in exchange for his favor. Few races openly follow this belief system, and those who do are often shunned by other races.",results/images/Fyremere/000029.png,False,"((sfw)), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","scifi, futuristic, illustration, dark, cinematic, detailed, atmospheric, 8k, by feng zhu, concept art"
['beliefs'],The Tidecallers' Brotherhood: A group of practitioners who follow the Lord of the Dark Waters. They believe that the oceans hold great power and that the Lord of the Dark Waters can offer protection and guidance to those who honor him. The Krynn and the Nym often seek the Tidecallers' Brotherhood's guidance in their maritime endeavors.,results/images/Fyremere/000030.png,False,"((sfw)), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","scifi, futuristic, illustration, dark, cinematic, detailed, atmospheric, 8k, by feng zhu, concept art"
['beliefs'],The Seekers of the Unknown: A group of scholars and mystics who seek the knowledge of the Keeper of the Secrets Beyond. They believe that there are mysteries in the universe that are beyond mortal comprehension and seek to uncover them. The Ossir and the Valtari are among the races that are drawn to this belief system.,results/images/Fyremere/000031.png,False,"((sfw)), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","scifi, futuristic, illustration, dark, cinematic, detailed, atmospheric, 8k, by feng zhu, concept art"
['beliefs'],"The Harbingers of the End: A small but zealous group who believe that the Bringer of the Endless Night will one day bring about the end of the world. They seek to prepare themselves for this event and often offer sacrifices to the Bringer in exchange for his favor. This belief system is not widely accepted, and its followers are often seen as fanatics.",results/images/Fyremere/000032.png,False,"((sfw)), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","scifi, futuristic, illustration, dark, cinematic, detailed, atmospheric, 8k, by feng zhu, concept art"
"['cities', 'Havenstead', 'city_description']","Havenstead is a bustling port city located at the mouth of a wide river that empties into the sea. It is a hub of trade and commerce, with ships from all over Fyremere docking at its piers to exchange goods and ideas. The city is a melting pot of different cultures, with humans, Valtari, and Krynn making up the majority of the population.

The history of Havenstead is closely tied to the arrival of the refugees from the other planet. When they first crash-landed on Fyremere, they were scattered and disorganized, struggling to survive in a world that was completely foreign to them. However, they soon realized that they needed to band together if they were going to make a new home for themselves. They began to build shelters, cultivate crops, and hunt for food, all while learning how to adapt to the unique challenges of Fyremere.

As they grew more organized, the refugees started to trade with the various races that inhabited Fyremere. They discovered that the Valtari were skilled in the art of plant-based magic, while the Krynn had a natural talent for engineering. They also encountered the Nym, who showed them how to harvest the unique energy sources that could be found on Fyremere. With these newfound resources, the refugees were able to build more advanced technologies and begin to establish themselves as a force to be reckoned with on Fyremere.

Havenstead grew rapidly as a result of these developments. The refugees built a bustling port city at the mouth of the river, using their technology and magic to create a thriving hub of trade and commerce. They constructed massive warehouses to store their goods, bustling trade markets where merchants could haggle and bargain, and sprawling docks where ships of all sizes could load and unload their cargo.

The arts and culture of Havenstead are a unique blend of the refugees' own traditions and those of the various races that they have encountered on Fyremere. The city is home to a diverse array of musicians, artists, and storytellers, who draw inspiration from the natural beauty of Fyremere and the many cultures that coexist within Havenstead. The city also hosts several festivals throughout the year, including a grand harvest festival in the fall, a spectacular fireworks display on the summer solstice, and a vibrant carnival in the spring.

Despite its many successes, Havenstead is not without its challenges. The refugees are still adapting to the unique ecology of Fyremere, and they must constantly contend with the dangers posed by the planet's many predators. The refugees also face occasional conflicts with the other races of Fyremere, as they compete for resources and vie for influence. However, the people of Havenstead remain resilient and determined, working together to build a new home and a new future on this strange and wondrous world.",results/images/Fyremere/000033.png,False,"((sfw)), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","scifi, futuristic, illustration, dark, cinematic, detailed, atmospheric, 8k, by feng zhu, concept art"
"['cities', 'Havenstead', 'lore']","The Great Storm: A massive hurricane swept through Havenstead, causing widespread damage and flooding. Captain Jax led the effort to rebuild the city, rallying the refugees and working with the Krynn to create new flood barriers and storm-resistant buildings.",results/images/Fyremere/000034.png,False,"((sfw)), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","scifi, futuristic, illustration, dark, cinematic, detailed, atmospheric, 8k, by feng zhu, concept art"
"['cities', 'Havenstead', 'lore']","The Nym Rebellion: Tensions between the refugees and the Nym boiled over into open conflict when the Nym discovered that the refugees were using their unique energy sources to power their machines. Ayala intervened, using her healing powers to negotiate a peaceful resolution and establish a new alliance between the two groups.",results/images/Fyremere/000035.png,False,"((sfw)), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","scifi, futuristic, illustration, dark, cinematic, detailed, atmospheric, 8k, by feng zhu, concept art"
"['cities', 'Havenstead', 'lore']","The Valtari Uprising: A group of Valtari radicals, led by Thalia, launched a violent coup against the city's leadership, seeking to establish a new order based on their own principles. Keth and Zarek worked together to foil the plot, using their engineering skills and combat expertise to disarm the rebels and bring them to justice.",results/images/Fyremere/000036.png,False,"((sfw)), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","scifi, futuristic, illustration, dark, cinematic, detailed, atmospheric, 8k, by feng zhu, concept art"
"['cities', 'Havenstead', 'lore']","The Sky Pirates: A group of raiders, led by an infamous pirate named Blackbeak, began attacking Havenstead's airships, stealing valuable cargo and wreaking havoc. Riven and Zephyr teamed up to create a new fleet of faster, more maneuverable airships, capable of outrunning the pirates and defending the city's trade routes.",results/images/Fyremere/000037.png,False,"((sfw)), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","scifi, futuristic, illustration, dark, cinematic, detailed, atmospheric, 8k, by feng zhu, concept art"
"['cities', 'Havenstead', 'lore']","The Ancient Ruins: A team of explorers, including Seraphina and Lirien, discovered a set of mysterious ruins deep in the jungle, hinting at an ancient civilization that once inhabited Fyremere. As they delved deeper into the ruins, they uncovered a dark secret, one that threatened to unravel the delicate balance between the refugees and the other races of Fyremere.",results/images/Fyremere/000038.png,False,"((sfw)), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","scifi, futuristic, illustration, dark, cinematic, detailed, atmospheric, 8k, by feng zhu, concept art"
"['cities', 'Havenstead', 'lore']","The Dragon's Lair: A massive dragon, known as the Red Terror, began preying on Havenstead's livestock and even attacking the city itself. Zarek led a group of warriors, including Keth and Ayala, to hunt down the dragon and put an end to its rampage. The battle was long and difficult, but in the end, the refugees emerged victorious, securing the safety of their new home.",results/images/Fyremere/000039.png,False,"((sfw)), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","scifi, futuristic, illustration, dark, cinematic, detailed, atmospheric, 8k, by feng zhu, concept art"
"['cities', 'Havenstead', 'residents', 'Captain Jax']","Captain Jax is a tall, broad-shouldered man, with a rugged, weathered face that speaks to years of experience and hard-fought battles. He has piercing blue eyes that seem to sparkle with a mix of determination and wry humor. His hair is a deep shade of brown, cropped short and neatly combed, and his beard is thick and well-groomed, framing his strong jawline.

He wears a weathered leather jacket, adorned with a variety of medals and badges that speak to his long and illustrious career as a space captain. Beneath the jacket, he wears a simple white shirt, tucked neatly into a pair of dark trousers. His boots are thick and sturdy, designed for long treks across rugged terrain.

Despite his imposing size and gruff exterior, Captain Jax has a warm and reassuring presence. He moves with a calm and measured grace, his movements precise and deliberate. His voice is deep and resonant, with a hint of a Southern drawl that adds to his charm.

As a natural leader, Captain Jax exudes an air of authority and confidence. He has a keen tactical mind, able to analyze complex situations quickly and make decisions on the fly. He is a master of strategy, always thinking several steps ahead of his opponents.

Despite the many challenges he has faced in his long career, Captain Jax remains committed to his fellow refugees. He has a strong sense of duty and honor, and he will stop at nothing to protect those he cares about. His loyalty is unwavering, and he will go to great lengths to ensure that his people are safe and secure.

Overall, Captain Jax is a formidable presence in Havenstead, a true hero of the refugees and a beacon of hope in a world that can be harsh and unforgiving.",results/images/Fyremere/000040.png,False,"((sfw)), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","scifi, futuristic, illustration, dark, cinematic, detailed, atmospheric, 8k, by feng zhu, concept art"
"['cities', 'Havenstead', 'residents', 'Ayala']","Ayala is a tall, slender figure with long, flowing hair the color of fresh leaves. Her pointed ears are adorned with delicate silver jewelry, and her skin glows with a soft, ethereal light. She moves with a grace and fluidity that seems almost otherworldly, as if she is in tune with the rhythms of the natural world around her.

Her eyes are a deep, shimmering green, and they seem to radiate a calming energy that can soothe even the most troubled soul. When she speaks, her voice is soft and gentle, like the rustling of leaves in a gentle breeze.

Ayala's clothing is simple yet elegant, made from natural fibers and adorned with intricate embroidery and beadwork. She wears a long, flowing robe of deep forest green, cinched at the waist with a thin silver belt. Her feet are bare, and her toes are painted with delicate patterns of henna.

She often carries a small satchel at her side, filled with healing herbs and salves. Her hands are nimble and skilled, and she uses them to gently massage and soothe her patients, easing their pain and helping them to find peace.

Ayala's connection to the natural world is evident in everything she does. She is often seen communing with the plants and animals of Havenstead, listening to the whispers of the wind and the songs of the birds. She is a respected member of the Valtari community, known for her wisdom and her ability to bring healing to those in need.

Despite her serene demeanor, Ayala is not afraid to stand up for what she believes in. She has a fierce sense of justice and will speak out against injustice and cruelty. However, she always approaches these situations with compassion and empathy, seeking to understand the motivations and feelings of all involved.

Overall, Ayala is a beautiful and serene presence in Havenstead, a healer and a guide who brings comfort and hope to all those who seek her aid.",results/images/Fyremere/000041.png,False,"((sfw)), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","scifi, futuristic, illustration, dark, cinematic, detailed, atmospheric, 8k, by feng zhu, concept art"
"['cities', 'Havenstead', 'residents', 'Keth']","Keth is a towering figure, standing over seven feet tall, with broad shoulders and a muscular build. His skin is a deep shade of brown, with a rough, leathery texture that speaks to his Krynn heritage. His piercing green eyes gleam with intelligence, and his sharp claws glint in the light.

Keth's clothing is a mix of practicality and style. He wears a sturdy leather tunic, reinforced with metal plates at the shoulders and chest, to protect him in combat. His trousers are made of a lightweight, breathable fabric, perfect for the hot, humid climate of Fyremere. On his feet, he wears sturdy boots made of thick, durable leather, with metal studs along the soles for added traction.

Keth's most distinctive feature is his cybernetic arm. It is made of gleaming metal and wires, with intricate circuitry running along its length. The arm is a marvel of engineering, capable of lifting heavy objects, manipulating delicate machinery, and even firing a powerful energy blast. Keth designed the arm himself, using his knowledge of Krynn physiology and engineering to create a device that seamlessly integrates with his body.

Keth's manner is confident and assured, but he is also approachable and friendly. He has a quick wit and a sharp sense of humor, and he enjoys bantering with his friends and colleagues. When he is working on a complex problem, he becomes intensely focused, his eyes scanning over schematics and blueprints with lightning speed. He is known for his ability to find creative solutions to seemingly impossible problems, and his work has been instrumental in the success of the refugees on Fyremere.",results/images/Fyremere/000042.png,False,"((sfw)), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","scifi, futuristic, illustration, dark, cinematic, detailed, atmospheric, 8k, by feng zhu, concept art"
"['cities', 'Havenstead', 'residents', 'Seraphina']","Seraphina is a striking figure in Havenstead, with her tall, lithe frame and piercing green eyes. Her hair is a wild tangle of chestnut curls, which she often pulls back into a loose ponytail to keep it out of her face. She moves with a fluid grace, her long limbs seeming to flow effortlessly from one position to the next.

Despite her scientific background, Seraphina is not one to shy away from fashion. She favors loose, flowing garments in earthy tones, often adorned with intricate patterns and embroidery. Her clothing is designed for comfort and mobility, with wide sleeves and flowing skirts that allow her to move freely as she explores the wilds of Fyremere.

One of Seraphina's most striking features is her eyes. They are a bright, almost luminescent green, with a depth and intensity that can be unnerving to those who meet her gaze. In the sunlight, they seem to sparkle and dance, reflecting the colors of the surrounding landscape.

Seraphina's curiosity and intellect are evident in her every movement. She is constantly observing the world around her, taking note of the plants and animals that call Fyremere home. She carries a small notebook with her at all times, jotting down observations and sketches as she goes.

Despite her scientific focus, Seraphina is not without a sense of wonder and awe. She is often struck by the beauty and majesty of Fyremere, and her face lights up with a childlike joy when she discovers something new and exciting. Her enthusiasm is infectious, and she has inspired many of her fellow refugees to take a more active interest in the natural world.",results/images/Fyremere/000043.png,False,"((sfw)), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","scifi, futuristic, illustration, dark, cinematic, detailed, atmospheric, 8k, by feng zhu, concept art"
